time,co,no2,o3,so2,pm2_5,pm10
2020-11-28 00:00:00,1335.14,23.65,11.98,4.53,65.06,84.31
2020-11-28 01:00:00,1161.58,15.94,33.62,4.59,55.61,68.94
2020-11-28 02:00:00,921.25,11.82,55.79,5.13,45.52,55.72
2020-11-28 03:00:00,720.98,8.91,82.25,6.2,40.72,49.61
2020-11-28 04:00:00,520.71,5.74,98.71,6.44,32.38,38.89
2020-11-28 05:00:00,460.63,4.33,110.15,6.62,33.27,39.2
2020-11-28 06:00:00,440.6,3.6,124.45,6.62,38.63,44.31
2020-11-28 07:00:00,420.57,3.09,133.04,5.84,39.34,44.18
2020-11-28 08:00:00,410.56,3.13,134.47,5.31,38.6,42.71
2020-11-28 09:00:00,447.27,4.03,140.19,6.02,45.14,49.37
2020-11-28 10:00:00,554.09,6.6,144.48,7.03,60.03,65.11
2020-11-28 11:00:00,680.92,8.74,137.33,7.03,72.35,78.19
2020-11-28 12:00:00,754.36,9.17,127.32,6.2,75.64,81.75
2020-11-28 13:00:00,787.74,9.17,113.01,5.07,71.44,77.57
2020-11-28 14:00:00,767.71,8.74,95.84,3.99,60.87,66.74
2020-11-28 15:00:00,734.33,8.31,82.25,3.31,49.76,55.02
2020-11-28 16:00:00,700.95,8.05,70.81,2.98,40.75,45.32
2020-11-28 17:00:00,694.28,8.14,62.94,2.89,36.39,40.28
2020-11-28 18:00:00,700.95,8.14,59.37,2.8,35.71,39.09
2020-11-28 19:00:00,720.98,8.05,57.94,2.8,37.78,40.67
2020-11-28 20:00:00,727.65,7.71,55.79,2.68,37.63,40.01
2020-11-28 21:00:00,727.65,7.45,53.64,2.59,36.84,38.82
2020-11-28 22:00:00,734.33,7.45,52.93,2.83,36.8,38.48
2020-11-28 23:00:00,741.01,7.37,56.51,3.22,38.35,39.96
2020-11-29 00:00:00,714.3,6.94,59.37,2.98,37.44,39.19
2020-11-29 01:00:00,700.95,7.2,51.5,2.3,32.02,34.36
2020-11-29 02:00:00,774.38,9.34,37.55,2.44,31.1,34.65
2020-11-29 03:00:00,934.6,14.22,29.33,4.41,37.97,42.95
2020-11-29 04:00:00,660.9,9.51,47.21,3.7,23.49,25.81
2020-11-29 05:00:00,560.76,6.34,60.08,3.46,20.37,21.53
2020-11-29 06:00:00,547.41,5.31,67.23,3.64,22.34,23.2
2020-11-29 07:00:00,560.76,5.27,69.38,3.79,23.31,24.13
2020-11-29 08:00:00,587.46,6.0,66.52,3.87,24.59,25.53
2020-11-29 09:00:00,614.17,7.03,60.08,4.29,26.3,27.37
2020-11-29 10:00:00,654.22,8.31,52.21,4.59,28.91,30.23
