time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,1268.39,25.36,1.7000000000000002,6.44,55.24,80.03,5
2020-11-28 01:00:00,1441.96,25.02,0.17,5.72,63.89,87.47,5
2020-11-28 02:00:00,1762.39,31.19,0.06,5.25,80.66,103.28,5
2020-11-28 03:00:00,1735.69,34.96,0.17,4.83,81.7,100.71,5
2020-11-28 04:00:00,1508.71,35.99,0.42,5.6,68.93,83.52,5
2020-11-28 05:00:00,1348.5,41.47,0.42,9.06,59.61,72.23,5
2020-11-28 06:00:00,1188.28,44.55,0.32,14.19,50.5,61.73,5
2020-11-28 07:00:00,907.9,38.04,6.8,17.88,36.69,46.02,4
2020-11-28 08:00:00,761.03,26.73,20.21,20.27,28.11,36.46,4
2020-11-28 09:00:00,787.74,26.39,27.54,25.27,28.98,38.5,4
2020-11-28 10:00:00,867.84,32.9,45.42,33.85,36.33,47.79,4
2020-11-28 11:00:00,627.52,20.91,98.71,24.32,32.28,40.21,4
2020-11-28 12:00:00,580.79,12.17,153.07,19.07,46.7,53.94,4
2020-11-28 13:00:00,574.11,7.71,188.83,16.21,57.52,65.23,5
2020-11-28 14:00:00,527.38,6.68,183.11,12.76,51.09,58.49,5
2020-11-28 15:00:00,480.65,7.8,161.65,10.49,40.24,47.44,4
2020-11-28 16:00:00,447.27,8.65,133.04,8.23,28.47,35.07,4
2020-11-28 17:00:00,447.27,10.2,98.71,6.62,20.61,26.06,3
2020-11-28 18:00:00,480.65,11.82,70.1,5.96,17.71,22.01,2
2020-11-28 19:00:00,514.03,12.68,55.08,5.9,16.54,20.37,2
2020-11-28 20:00:00,807.76,21.59,26.46,6.44,25.56,34.16,4
2020-11-28 21:00:00,1188.28,27.08,4.11,6.74,41.18,56.53,4
2020-11-28 22:00:00,1495.36,22.62,0.15,7.75,57.44,77.93,5
2020-11-28 23:00:00,1708.98,18.34,0.01,8.23,72.89,91.62,5
2020-11-29 00:00:00,1762.39,14.22,0.01,5.36,81.39,94.61,5
2020-11-29 01:00:00,1655.58,13.2,0.03,3.67,80.21,88.55,5
2020-11-29 02:00:00,1054.76,20.05,12.16,5.48,55.54,59.89,5
2020-11-29 03:00:00,934.6,14.4,15.56,4.77,49.79,53.71,4
2020-11-29 04:00:00,894.55,12.51,14.48,4.35,47.62,51.4,4
2020-11-29 05:00:00,907.9,12.17,12.88,4.05,48.02,52.03,4
2020-11-29 06:00:00,934.6,12.34,11.0,3.79,47.82,52.13,4
2020-11-29 07:00:00,1028.06,13.88,8.05,4.11,46.84,51.66,4
2020-11-29 08:00:00,1054.76,15.25,11.18,4.83,39.48,43.32,4
2020-11-29 09:00:00,1054.76,15.08,13.23,4.83,36.73,40.03,4
2020-11-29 10:00:00,988.01,13.37,20.74,4.71,35.65,38.56,4
2020-11-29 11:00:00,821.11,11.31,35.05,4.59,33.44,35.99,4
2020-11-29 12:00:00,700.95,10.54,47.21,4.77,31.98,34.24,4
2020-11-29 13:00:00,694.28,14.91,51.5,7.87,34.32,37.03,4
2020-11-29 14:00:00,767.71,21.94,50.07,13.95,39.13,42.44,4
2020-11-29 15:00:00,881.2,27.42,46.49,17.41,44.22,48.03,4
2020-11-29 16:00:00,974.66,32.56,40.41,20.03,49.48,53.83,4
2020-11-29 17:00:00,1121.52,37.36,27.18,19.55,55.72,60.78,5
2020-11-29 18:00:00,1321.79,40.78,9.92,16.69,61.29,68.19,5
2020-11-29 19:00:00,1455.31,36.67,2.62,12.99,63.23,71.97,5
2020-11-29 20:00:00,1495.36,29.82,0.81,9.42,63.51,73.94,5
2020-11-29 21:00:00,1522.06,24.33,0.31,7.75,64.8,76.65,5
2020-11-29 22:00:00,1522.06,20.91,0.19,7.51,65.63,78.58,5
2020-11-29 23:00:00,1468.66,18.51,0.16,6.8,64.77,78.04,5
2020-11-30 00:00:00,1335.14,16.28,0.28,4.53,58.36,68.48,5
2020-11-30 01:00:00,1161.58,15.77,0.88,3.8200000000000003,50.43,57.18,5
2020-11-30 02:00:00,988.01,14.4,2.2800000000000002,3.67,41.94,46.63,4
2020-11-30 03:00:00,881.2,12.17,3.49,3.34,36.42,40.05,4
2020-11-30 04:00:00,787.74,10.97,5.63,3.25,31.52,34.43,4
2020-11-30 05:00:00,694.28,10.37,9.03,3.43,26.02,28.14,4
2020-11-30 06:00:00,634.19,10.28,11.18,3.7,22.39,24.16,3
2020-11-30 07:00:00,620.84,11.65,12.16,4.41,21.35,23.47,3
2020-11-30 08:00:00,660.9,14.57,10.55,5.36,21.69,24.85,3
2020-11-30 09:00:00,694.28,16.97,9.48,7.03,22.19,26.48,3
2020-11-30 10:00:00,707.63,19.19,9.74,9.54,22.95,28.27,3
2020-11-30 11:00:00,574.11,16.79,23.6,9.42,18.17,21.79,2
2020-11-30 12:00:00,600.82,22.96,20.74,12.99,20.54,24.43,3
2020-11-30 13:00:00,727.65,37.36,11.44,19.31,28.23,33.53,4
2020-11-30 14:00:00,847.82,45.24,4.83,22.41,33.77,40.11,4
2020-11-30 15:00:00,934.6,45.93,1.57,22.65,37.29,44.23,4
2020-11-30 16:00:00,1001.36,44.55,0.75,21.22,39.96,47.26,4
2020-11-30 17:00:00,1335.14,32.56,0.18,14.78,50.43,60.94,5
2020-11-30 18:00:00,1869.2,21.76,0.0,12.76,68.62,82.72,5
2020-11-30 19:00:00,2323.15,18.85,0.0,14.9,88.82,104.54,5
2020-11-30 20:00:00,2590.18,18.68,0.0,16.69,107.22,122.47,5
2020-11-30 21:00:00,2643.59,17.48,0.0,14.31,119.76,132.54,5
2020-11-30 22:00:00,2456.67,21.08,0.0,13.83,117.7,127.58,5
2020-11-30 23:00:00,2136.23,23.99,0.0,12.16,109.68,118.08,5
2020-12-01 00:00:00,2162.93,16.45,0.0,8.11,113.87,121.39,5
2020-12-01 01:00:00,2162.93,12.68,0.0,6.86,115.27,121.96,5
2020-12-01 02:00:00,2162.93,11.82,0.0,8.11,116.3,123.11,5
2020-12-01 03:00:00,2189.64,12.85,0.0,11.09,119.26,126.6,5
2020-12-01 04:00:00,2349.85,13.71,0.0,13.83,126.56,134.48,5
2020-12-01 05:00:00,2510.07,15.94,0.0,15.02,136.45,144.94,5
2020-12-01 06:00:00,2510.07,17.31,0.0,13.71,139.89,149.19,5
2020-12-01 07:00:00,2590.18,14.91,0.02,11.8,143.36,154.53,5
2020-12-01 08:00:00,1869.2,34.27,1.22,11.21,105.42,113.6,5
2020-12-01 09:00:00,1789.09,40.44,3.8,15.97,107.07,119.04,5
2020-12-01 10:00:00,1642.23,47.98,7.24,22.17,105.54,120.21,5
