time,co,no2,o3,so2,pm2_5,pm10,aqi
2020-11-28 00:00:00,494.0,7.37,31.83,2.74,17.49,19.95,2
2020-11-28 01:00:00,467.3,6.17,33.26,2.41,16.53,18.64,2
2020-11-28 02:00:00,447.27,5.48,35.05,2.3,16.89,18.8,2
2020-11-28 03:00:00,447.27,5.57,33.62,2.41,17.69,19.6,2
2020-11-28 04:00:00,453.95,5.91,31.11,2.56,18.4,20.36,2
2020-11-28 05:00:00,467.3,6.17,28.61,2.74,19.22,21.23,2
2020-11-28 06:00:00,473.98,6.26,27.54,2.86,20.02,22.09,3
2020-11-28 07:00:00,487.33,6.51,26.82,3.04,21.03,23.22,3
2020-11-28 08:00:00,500.68,6.26,27.18,3.25,22.12,24.4,3
2020-11-28 09:00:00,514.03,5.66,30.76,3.4,24.35,26.71,3
2020-11-28 10:00:00,520.71,5.74,36.84,3.46,28.29,30.71,4
2020-11-28 11:00:00,514.03,5.36,49.35,3.34,31.98,34.2,4
2020-11-28 12:00:00,494.0,4.63,63.66,3.2800000000000002,35.54,37.44,4
2020-11-28 13:00:00,494.0,4.11,72.96,3.2800000000000002,39.08,40.82,4
2020-11-28 14:00:00,480.65,3.6,80.11,3.2800000000000002,40.44,42.07,4
2020-11-28 15:00:00,473.98,3.26,83.69,3.25,38.89,40.42,4
2020-11-28 16:00:00,460.63,3.09,82.97,3.16,35.12,36.55,4
2020-11-28 17:00:00,453.95,3.34,77.96,3.04,31.15,32.53,4
2020-11-28 18:00:00,447.27,3.56,72.24,2.98,28.5,29.91,4
2020-11-28 19:00:00,433.92,3.43,68.67,2.74,25.75,27.19,4
2020-11-28 20:00:00,417.23,3.47,64.37,2.47,22.98,24.44,3
2020-11-28 21:00:00,413.9,4.11,55.08,2.44,20.92,22.44,3
2020-11-28 22:00:00,427.25,5.1,44.35,2.62,20.23,21.85,3
2020-11-28 23:00:00,440.6,5.83,38.62,2.83,20.4,22.0,3
2020-11-29 00:00:00,447.27,5.74,38.98,2.89,20.97,22.41,3
2020-11-29 01:00:00,447.27,5.48,40.77,3.04,22.7,24.03,3
2020-11-29 02:00:00,453.95,5.66,41.49,3.37,26.1,27.38,4
2020-11-29 03:00:00,473.98,6.34,39.7,3.87,30.32,31.68,4
2020-11-29 04:00:00,487.33,7.03,37.91,4.29,34.06,35.49,4
2020-11-29 05:00:00,500.68,7.2,37.91,4.53,36.3,37.78,4
2020-11-29 06:00:00,500.68,7.11,38.27,4.59,37.37,38.9,4
2020-11-29 07:00:00,514.03,7.28,38.27,4.65,38.01,39.69,4
2020-11-29 08:00:00,520.71,6.77,40.05,4.89,39.25,41.12,4
2020-11-29 09:00:00,527.38,5.48,47.92,5.01,41.93,43.93,4
2020-11-29 10:00:00,527.38,4.28,62.23,4.95,47.68,49.67,4
2020-11-29 11:00:00,514.03,2.91,80.82,4.77,52.15,54.0,5
2020-11-29 12:00:00,507.36,2.16,92.98,4.77,56.33,58.09,5
2020-11-29 13:00:00,500.68,1.8900000000000001,100.14,4.77,59.02,60.73,5
2020-11-29 14:00:00,494.0,1.9100000000000001,103.0,4.65,57.18,58.77,5
2020-11-29 15:00:00,487.33,2.16,103.0,4.47,53.76,55.25,5
2020-11-29 16:00:00,487.33,2.61,100.14,4.41,52.74,54.23,5
2020-11-29 17:00:00,500.68,3.6,94.41,4.59,53.4,55.02,5
2020-11-29 18:00:00,520.71,4.37,87.26,4.89,55.11,56.93,5
2020-11-29 19:00:00,547.41,4.58,83.69,5.19,55.16,57.16,5
2020-11-29 20:00:00,567.44,4.46,82.97,5.54,55.45,57.62,5
2020-11-29 21:00:00,574.11,4.28,85.12,5.78,56.27,58.56,5
2020-11-29 22:00:00,567.44,4.11,87.26,5.84,58.1,60.55,5
2020-11-29 23:00:00,567.44,3.98,87.98,5.78,61.61,64.21,5
2020-11-30 00:00:00,574.11,3.68,89.41,5.66,66.36,68.94,5
2020-11-30 01:00:00,580.79,3.56,90.12,5.78,71.06,73.62,5
2020-11-30 02:00:00,607.49,4.46,80.11,5.07,75.02,77.96,5
2020-11-30 03:00:00,640.87,6.08,65.09,4.11,79.44,83.0,5
2020-11-30 04:00:00,667.57,7.28,54.36,3.58,83.0,87.08,5
