time,temperature_2m,relative_humidity_2m,dew_point_2m,rain,snowfall,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2020-11-28T00:00,17.1,71.0,11.8,0.0,0.0,1022.6,1.0,8.4,20.0
2020-11-28T01:00,19.0,64.0,12.1,0.0,0.0,1023.4,3.0,7.2,27.0
2020-11-28T02:00,21.0,59.0,12.7,0.0,0.0,1024.0,2.0,6.9,43.0
2020-11-28T03:00,22.9,55.0,13.3,0.0,0.0,1023.9,1.0,7.3,57.0
2020-11-28T04:00,24.2,51.0,13.5,0.0,0.0,1023.1,0.0,6.8,72.0
2020-11-28T05:00,24.8,50.0,13.7,0.0,0.0,1022.1,37.0,8.2,105.0
2020-11-28T06:00,24.9,52.0,14.3,0.0,0.0,1020.9,56.0,11.8,110.0
2020-11-28T07:00,24.5,54.0,14.5,0.0,0.0,1019.8,38.0,12.9,103.0
2020-11-28T08:00,23.9,54.0,14.0,0.0,0.0,1019.4,10.0,14.8,94.0
2020-11-28T09:00,23.2,55.0,13.7,0.0,0.0,1019.5,20.0,14.3,80.0
2020-11-28T10:00,22.3,57.0,13.4,0.0,0.0,1020.2,39.0,9.8,54.0
2020-11-28T11:00,21.1,53.0,11.0,0.0,0.0,1021.2,82.0,16.9,20.0
2020-11-28T12:00,19.5,57.0,10.7,0.0,0.0,1022.5,74.0,18.4,17.0
2020-11-28T13:00,18.8,57.0,10.1,0.0,0.0,1022.8,95.0,18.2,14.0
2020-11-28T14:00,18.6,56.0,9.7,0.0,0.0,1023.2,95.0,18.3,16.0
2020-11-28T15:00,18.0,57.0,9.5,0.0,0.0,1023.6,95.0,17.7,20.0
2020-11-28T16:00,17.5,58.0,9.2,0.0,0.0,1023.6,100.0,16.3,18.0
2020-11-28T17:00,16.9,59.0,8.8,0.0,0.0,1023.2,46.0,16.4,19.0
2020-11-28T18:00,16.3,59.0,8.2,0.0,0.0,1022.8,40.0,15.7,20.0
2020-11-28T19:00,15.8,59.0,7.8,0.0,0.0,1022.3,68.0,14.8,18.0
2020-11-28T20:00,15.4,59.0,7.5,0.0,0.0,1022.0,90.0,14.7,17.0
2020-11-28T21:00,15.2,59.0,7.3,0.0,0.0,1021.9,28.0,14.8,14.0
2020-11-28T22:00,14.7,60.0,7.0,0.0,0.0,1021.9,90.0,14.4,13.0
2020-11-28T23:00,14.6,59.0,6.6,0.0,0.0,1022.4,49.0,13.6,17.0
2020-11-29T00:00,15.6,59.0,7.6,0.0,0.0,1023.2,41.0,12.8,10.0
2020-11-29T01:00,16.5,57.0,7.9,0.0,0.0,1023.8,65.0,12.7,8.0
2020-11-29T02:00,18.0,53.0,8.4,0.0,0.0,1024.7,25.0,8.3,18.0
2020-11-29T03:00,19.3,51.0,9.0,0.0,0.0,1024.5,22.0,5.5,32.0
2020-11-29T04:00,20.8,48.0,9.5,0.0,0.0,1023.5,85.0,4.9,54.0
2020-11-29T05:00,21.0,49.0,9.8,0.0,0.0,1022.7,63.0,4.8,132.0
2020-11-29T06:00,21.5,51.0,10.8,0.0,0.0,1021.4,78.0,7.0,145.0
2020-11-29T07:00,21.3,54.0,11.7,0.0,0.0,1020.4,100.0,6.4,153.0
2020-11-29T08:00,20.9,57.0,12.1,0.0,0.0,1020.2,100.0,6.1,177.0
2020-11-29T09:00,20.7,59.0,12.4,0.0,0.0,1020.3,100.0,5.7,198.0
