time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2020-11-28T00:00,16.5,88.0,14.5,0.0,854.5,92.0,23.2,42.0
2020-11-28T01:00,16.5,89.0,14.6,0.0,853.9,61.0,23.4,43.0
2020-11-28T02:00,16.5,89.0,14.7,0.0,853.4,63.0,22.9,42.0
2020-11-28T03:00,16.6,89.0,14.9,0.0,852.9,82.0,21.7,42.0
2020-11-28T04:00,16.8,90.0,15.1,0.0,853.2,95.0,19.9,42.0
2020-11-28T05:00,17.0,89.0,15.2,0.0,853.4,81.0,17.8,42.0
2020-11-28T06:00,16.8,91.0,15.3,0.0,854.0,63.0,14.3,49.0
2020-11-28T07:00,17.7,89.0,15.8,0.0,855.1,20.0,14.9,53.0
2020-11-28T08:00,19.4,79.0,15.8,0.0,856.2,57.0,23.9,46.0
2020-11-28T09:00,20.4,77.0,16.2,0.1,856.7,88.0,26.0,46.0
2020-11-28T10:00,20.8,77.0,16.6,0.1,856.8,91.0,25.0,49.0
2020-11-28T11:00,21.6,79.0,17.9,0.1,856.6,96.0,17.1,51.0
2020-11-28T12:00,21.6,79.0,17.9,0.3,855.8,100.0,15.6,61.0
2020-11-28T13:00,18.6,93.0,17.4,8.8,854.0,100.0,17.6,43.0
2020-11-28T14:00,18.2,91.0,16.7,0.8,853.1,100.0,21.8,51.0
2020-11-28T15:00,18.1,92.0,16.8,0.2,853.0,98.0,22.7,57.0
2020-11-28T16:00,18.0,92.0,16.7,0.1,852.9,97.0,24.9,56.0
2020-11-28T17:00,17.4,92.0,16.0,0.1,853.0,95.0,22.9,57.0
2020-11-28T18:00,16.8,93.0,15.7,0.0,853.5,83.0,22.9,60.0
2020-11-28T19:00,16.5,95.0,15.7,0.0,854.2,96.0,18.1,55.0
2020-11-28T20:00,16.6,94.0,15.7,0.1,854.4,100.0,20.4,54.0
2020-11-28T21:00,16.8,94.0,15.8,0.1,854.5,100.0,20.5,52.0
2020-11-28T22:00,16.9,94.0,15.9,0.3,854.7,100.0,20.6,54.0
2020-11-28T23:00,16.7,96.0,16.1,0.8,854.4,100.0,21.5,55.0
2020-11-29T00:00,16.8,96.0,16.2,1.7,854.2,100.0,21.9,54.0
2020-11-29T01:00,16.7,97.0,16.1,2.0,853.8,100.0,18.7,52.0
2020-11-29T02:00,16.6,96.0,16.0,2.5,852.9,100.0,18.1,46.0
2020-11-29T03:00,16.7,96.0,16.1,1.1,852.7,100.0,18.0,53.0
2020-11-29T04:00,16.4,97.0,15.9,0.9,852.6,100.0,15.9,51.0
2020-11-29T05:00,16.3,96.0,15.7,2.8,852.6,100.0,13.6,53.0
2020-11-29T06:00,16.4,98.0,16.1,2.2,853.0,100.0,14.7,65.0
2020-11-29T07:00,16.5,96.0,15.9,2.4,853.4,100.0,13.8,75.0
2020-11-29T08:00,16.6,98.0,16.3,4.7,854.3,100.0,17.7,92.0
2020-11-29T09:00,16.9,97.0,16.4,4.4,854.8,100.0,23.5,67.0
2020-11-29T10:00,17.1,96.0,16.5,4.1,854.9,100.0,24.7,56.0
2020-11-29T11:00,16.7,97.0,16.1,3.2,854.5,100.0,23.6,52.0
2020-11-29T12:00,16.8,96.0,16.1,2.9,853.9,100.0,24.3,50.0
2020-11-29T13:00,16.9,95.0,16.1,1.8,852.7,100.0,26.0,41.0
2020-11-29T14:00,17.6,90.0,15.9,0.4,852.1,100.0,26.3,41.0
2020-11-29T15:00,17.2,91.0,15.7,0.5,852.0,100.0,24.5,49.0
2020-11-29T16:00,16.8,95.0,15.9,0.9,851.8,100.0,22.8,52.0
2020-11-29T17:00,16.6,96.0,15.9,0.4,852.2,100.0,23.0,55.0
2020-11-29T18:00,16.5,96.0,15.9,0.6,852.8,100.0,22.7,54.0
2020-11-29T19:00,16.6,94.0,15.5,1.3,853.1,100.0,24.0,57.0
2020-11-29T20:00,16.5,96.0,15.8,0.7,853.8,100.0,23.0,58.0
2020-11-29T21:00,16.4,96.0,15.8,0.8,854.1,100.0,24.1,58.0
2020-11-29T22:00,16.4,96.0,15.7,0.7,854.1,100.0,23.8,58.0
2020-11-29T23:00,16.2,96.0,15.6,0.8,854.0,100.0,21.9,57.0
2020-11-30T00:00,16.3,96.0,15.6,0.9,853.5,100.0,23.2,54.0
2020-11-30T01:00,16.4,96.0,15.7,1.1,853.0,100.0,24.4,53.0
2020-11-30T02:00,16.3,96.0,15.6,1.1,852.2,99.0,24.8,49.0
2020-11-30T03:00,16.4,95.0,15.6,1.5,851.7,100.0,25.5,47.0
2020-11-30T04:00,16.4,96.0,15.7,1.0,851.9,100.0,23.1,51.0
2020-11-30T05:00,16.5,96.0,15.8,0.9,852.1,100.0,24.5,50.0
2020-11-30T06:00,16.5,96.0,15.9,1.1,852.8,100.0,23.8,55.0
2020-11-30T07:00,17.0,95.0,16.2,1.5,853.6,99.0,24.5,64.0
2020-11-30T08:00,17.1,96.0,16.5,0.4,854.7,99.0,26.6,60.0
2020-11-30T09:00,17.9,92.0,16.5,0.3,855.2,100.0,27.6,57.0
2020-11-30T10:00,18.0,91.0,16.5,0.2,855.2,100.0,27.0,59.0
2020-11-30T11:00,18.5,89.0,16.7,0.1,854.8,100.0,28.4,60.0
2020-11-30T12:00,18.5,88.0,16.4,0.2,854.2,100.0,27.0,59.0
2020-11-30T13:00,18.3,89.0,16.5,0.4,853.5,100.0,24.0,60.0
2020-11-30T14:00,18.0,91.0,16.4,0.7,852.8,100.0,23.8,58.0
2020-11-30T15:00,17.2,96.0,16.5,0.9,852.6,100.0,22.4,62.0
2020-11-30T16:00,16.8,96.0,16.1,1.5,852.5,100.0,20.2,55.0
2020-11-30T17:00,16.7,96.0,16.0,1.7,852.9,100.0,20.8,56.0
2020-11-30T18:00,16.4,97.0,15.9,2.0,853.7,100.0,19.5,60.0
2020-11-30T19:00,16.7,95.0,15.9,2.0,854.0,100.0,22.4,64.0
2020-11-30T20:00,16.5,96.0,15.8,1.3,854.3,99.0,22.5,55.0
2020-11-30T21:00,16.4,96.0,15.8,1.2,854.5,99.0,23.5,54.0
2020-11-30T22:00,16.3,96.0,15.7,0.5,854.5,98.0,23.2,60.0
2020-11-30T23:00,16.3,96.0,15.6,0.9,854.7,98.0,21.1,57.0
2020-12-01T00:00,16.3,97.0,15.8,0.4,854.3,99.0,21.0,59.0
2020-12-01T01:00,16.4,97.0,15.9,0.6,853.6,99.0,22.5,63.0
