time,temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,wind_direction_10m
2020-11-28T00:00,16.1,86.0,13.8,0.0,917.5,51.0,5.4,180.0
2020-11-28T01:00,15.6,87.0,13.5,0.0,917.5,43.0,5.4,184.0
2020-11-28T02:00,15.7,86.0,13.4,0.0,917.1,47.0,4.7,180.0
2020-11-28T03:00,14.6,91.0,13.1,0.0,916.3,72.0,4.9,163.0
2020-11-28T04:00,14.0,93.0,12.9,0.0,916.1,87.0,4.5,151.0
2020-11-28T05:00,13.5,95.0,12.7,0.0,916.1,90.0,4.7,148.0
2020-11-28T06:00,13.8,96.0,13.2,0.0,916.9,83.0,3.5,156.0
2020-11-28T07:00,14.8,97.0,14.3,0.0,917.7,79.0,3.2,180.0
2020-11-28T08:00,15.8,91.0,14.4,0.0,918.7,78.0,4.1,195.0
2020-11-28T09:00,17.5,78.0,13.7,0.0,919.7,48.0,5.4,188.0
2020-11-28T10:00,19.3,68.0,13.2,0.0,919.9,50.0,5.7,198.0
2020-11-28T11:00,20.8,59.0,12.4,0.0,919.3,31.0,6.0,205.0
2020-11-28T12:00,21.8,51.0,11.3,0.0,918.2,42.0,7.3,213.0
2020-11-28T13:00,22.3,48.0,10.8,0.0,917.0,80.0,7.6,211.0
2020-11-28T14:00,22.0,52.0,11.6,0.0,915.9,93.0,8.9,220.0
2020-11-28T15:00,21.7,52.0,11.5,0.0,915.3,96.0,8.5,216.0
2020-11-28T16:00,21.2,53.0,11.3,0.0,915.2,95.0,6.9,219.0
2020-11-28T17:00,20.2,57.0,11.5,0.0,915.4,94.0,4.8,207.0
2020-11-28T18:00,19.4,59.0,11.2,0.0,916.0,100.0,5.4,176.0
2020-11-28T19:00,18.6,66.0,12.2,0.0,916.8,89.0,6.2,159.0
2020-11-28T20:00,18.0,69.0,12.3,0.0,917.4,71.0,5.4,172.0
2020-11-28T21:00,17.1,74.0,12.4,0.0,917.7,62.0,4.0,185.0
2020-11-28T22:00,16.6,77.0,12.5,0.0,917.8,57.0,3.7,191.0
2020-11-28T23:00,16.2,79.0,12.5,0.0,917.8,53.0,3.7,191.0
2020-11-29T00:00,15.6,83.0,12.6,0.0,917.5,71.0,3.3,193.0
2020-11-29T01:00,15.3,85.0,12.8,0.0,917.3,88.0,3.4,198.0
2020-11-29T02:00,14.8,88.0,12.9,0.0,916.8,62.0,3.1,201.0
2020-11-29T03:00,14.0,91.0,12.6,0.0,916.4,73.0,3.1,216.0
2020-11-29T04:00,13.5,93.0,12.4,0.0,916.3,100.0,3.7,209.0
2020-11-29T05:00,13.1,94.0,12.2,0.0,916.4,76.0,3.9,202.0
2020-11-29T06:00,13.0,94.0,12.0,0.0,916.8,55.0,3.4,212.0
2020-11-29T07:00,13.6,96.0,13.0,0.0,917.6,49.0,4.0,190.0
2020-11-29T08:00,15.0,90.0,13.3,0.1,918.4,52.0,4.3,185.0
2020-11-29T09:00,16.7,79.0,12.9,0.0,919.2,46.0,4.3,204.0
2020-11-29T10:00,18.3,69.0,12.5,0.0,919.4,54.0,4.3,222.0
2020-11-29T11:00,19.0,62.0,11.5,0.0,918.5,100.0,6.4,232.0
2020-11-29T12:00,19.3,61.0,11.6,0.0,917.8,99.0,7.1,229.0
2020-11-29T13:00,19.9,58.0,11.4,0.0,916.8,82.0,7.0,215.0
2020-11-29T14:00,19.5,58.0,11.0,0.0,915.7,88.0,7.3,191.0
2020-11-29T15:00,19.4,57.0,10.6,0.0,915.2,83.0,7.2,174.0
2020-11-29T16:00,19.1,58.0,10.6,0.0,915.2,39.0,5.8,184.0
2020-11-29T17:00,18.1,70.0,12.6,0.0,915.2,27.0,3.0,194.0
2020-11-29T18:00,17.6,66.0,11.2,0.0,915.7,63.0,4.3,185.0
2020-11-29T19:00,16.0,73.0,11.1,0.0,915.9,61.0,8.6,165.0
2020-11-29T20:00,16.5,67.0,10.4,0.0,916.6,12.0,5.0,180.0
2020-11-29T21:00,15.3,74.0,10.7,0.0,916.9,15.0,4.4,189.0
2020-11-29T22:00,14.2,80.0,10.8,0.0,917.4,22.0,4.4,189.0
2020-11-29T23:00,13.1,85.0,10.7,0.0,917.3,14.0,5.1,176.0
2020-11-30T00:00,12.8,85.0,10.3,0.0,917.1,4.0,4.9,163.0
2020-11-30T01:00,13.4,80.0,10.1,0.0,917.1,2.0,4.1,142.0
2020-11-30T02:00,13.4,80.0,10.0,0.0,916.9,3.0,2.2,99.0
2020-11-30T03:00,13.0,81.0,9.7,0.0,916.6,3.0,1.8,90.0
2020-11-30T04:00,11.7,84.0,9.1,0.0,916.2,3.0,2.5,98.0
2020-11-30T05:00,10.8,86.0,8.6,0.0,916.0,4.0,3.5,114.0
2020-11-30T06:00,11.1,83.0,8.4,0.0,916.6,6.0,3.2,117.0
2020-11-30T07:00,11.8,85.0,9.4,0.0,917.5,7.0,2.9,120.0
2020-11-30T08:00,13.8,83.0,11.0,0.0,918.7,6.0,2.6,196.0
2020-11-30T09:00,15.8,71.0,10.5,0.0,919.8,42.0,2.8,220.0
2020-11-30T10:00,17.8,59.0,9.7,0.0,920.3,51.0,2.3,231.0
2020-11-30T11:00,19.4,50.0,8.9,0.0,919.9,72.0,3.4,238.0
2020-11-30T12:00,20.2,48.0,8.7,0.0,919.0,74.0,5.9,227.0
2020-11-30T13:00,20.3,49.0,9.2,0.0,917.8,94.0,6.1,230.0
2020-11-30T14:00,19.9,51.0,9.4,0.0,916.6,28.0,5.4,233.0
2020-11-30T15:00,19.5,52.0,9.2,0.0,916.2,17.0,4.7,212.0
2020-11-30T16:00,19.1,53.0,9.3,0.0,916.0,10.0,3.9,202.0
2020-11-30T17:00,17.6,66.0,11.3,0.0,915.4,14.0,2.5,135.0
2020-11-30T18:00,15.3,74.0,10.7,0.0,914.9,4.0,4.3,114.0
2020-11-30T19:00,16.8,64.0,10.0,0.0,915.9,2.0,6.1,152.0
2020-11-30T20:00,14.7,76.0,10.5,0.0,915.8,5.0,5.8,173.0
2020-11-30T21:00,14.2,77.0,10.2,0.0,916.5,6.0,5.4,172.0
2020-11-30T22:00,13.5,80.0,10.1,0.0,917.0,9.0,5.2,168.0
2020-11-30T23:00,12.4,84.0,9.8,0.0,917.2,12.0,6.2,159.0
2020-12-01T00:00,12.7,81.0,9.6,0.0,917.4,11.0,4.6,141.0
2020-12-01T01:00,11.9,84.0,9.3,0.0,917.1,11.0,4.1,128.0
2020-12-01T02:00,11.4,86.0,9.1,0.0,916.6,10.0,3.5,114.0
